Longitude,Latitude,datetime,UHI Index,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12,NDVI,NDBI,NDWI,LST
-73.90916667,40.81310667,24-07-2021 15:53,1.030288903,825.0,990.0,1144.0,1172.0,1435.0,1688.0,1688.0,1830.0,1688.0,1788.0,1540.0,0.21918720852764823,-0.011608623548922056,-0.23066577000672495,38.393941100000006
-73.90918667,40.813045,24-07-2021 15:53,1.030288903,825.0,990.0,1144.0,1172.0,1435.0,1688.0,1688.0,1830.0,1688.0,1788.0,1540.0,0.21918720852764823,-0.011608623548922056,-0.23066577000672495,38.393941100000006
-73.909215,40.81297833,24-07-2021 15:53,1.023797758,825.0,622.0,785.0,744.0,1114.0,2006.0,2138.0,2318.0,2353.0,1566.0,1170.0,0.5140431090790333,-0.19361483007209063,-0.4940380277151144,37.78553354000002
-73.90924167,40.81290833,24-07-2021 15:53,1.023797758,825.0,619.0,750.0,738.0,1114.0,2006.0,2138.0,2302.0,2353.0,1566.0,1170.0,0.5144736842105263,-0.19027921406411583,-0.508519003931848,37.78553354000002
-73.90925667,40.812845,24-07-2021 15:53,1.021634043,825.0,556.0,758.0,660.0,1056.0,1891.0,2141.0,2280.0,2259.0,1658.0,1240.0,0.5510204081632653,-0.1579481970543423,-0.500987491770902,37.35828104000001
-73.90928,40.81277667,24-07-2021 15:53,1.021634043,825.0,556.0,758.0,660.0,1056.0,1891.0,2141.0,2280.0,2259.0,1658.0,1240.0,0.5510204081632653,-0.1579481970543423,-0.500987491770902,37.35828104000001
-73.90931167,40.81271,24-07-2021 15:53,1.015142899,825.0,519.0,746.0,623.0,1056.0,1891.0,2141.0,2592.0,2259.0,1658.0,1240.0,0.6124416796267496,-0.21976470588235295,-0.5530257639304973,37.35828104000001
-73.90934,40.81264333,24-07-2021 15:53,1.015142899,1164.0,597.0,749.0,719.0,1347.0,2171.0,2335.0,3076.0,2548.0,1980.0,1455.0,0.6210803689064559,-0.21677215189873417,-0.6083660130718954,37.35828104000001
-73.90936333,40.81256167,24-07-2021 15:53,1.012979184,1164.0,625.0,757.0,809.0,1347.0,2171.0,2335.0,2846.0,2548.0,1980.0,1455.0,0.5573187414500684,-0.17944467467882305,-0.5797946155981127,37.09167548000005
-73.90938333,40.812485,24-07-2021 15:53,1.012979184,1164.0,667.0,808.0,776.0,1381.0,2021.0,2064.0,2508.0,2241.0,1996.0,1585.0,0.5274056029232643,-0.11367673179396093,-0.5126658624849216,37.09167548000005
-73.90939333,40.81240333,24-07-2021 15:53,1.010815469,1164.0,667.0,808.0,776.0,1381.0,2021.0,2064.0,2508.0,2241.0,1996.0,1585.0,0.5274056029232643,-0.11367673179396093,-0.5126658624849216,37.09167548000005
-73.90942,40.81233,24-07-2021 15:53,1.010815469,1164.0,703.0,886.0,832.0,1381.0,2021.0,2064.0,2264.0,2241.0,1996.0,1585.0,0.4625322997416021,-0.06291079812206572,-0.43746031746031744,37.09167548000005
-73.90945333,40.81223667,24-07-2021 15:53,1.010815469,1164.0,810.0,899.0,857.0,1555.0,1958.0,1977.0,1720.0,2019.0,2266.0,1953.0,0.33488552580519987,0.13697942799799298,-0.3134784268804887,37.06433132000001
-73.90947667,40.81216333,24-07-2021 15:53,1.010815469,1164.0,944.0,1044.0,1082.0,1314.0,1649.0,1653.0,2062.0,1907.0,1914.0,1569.0,0.31170483460559795,-0.03722334004024145,-0.3277527366387637,36.70202119999999
-73.90949333,40.81209333,24-07-2021 15:53,1.010815469,1339.0,1090.0,1240.0,1394.0,1828.0,1884.0,2085.0,2026.0,2031.0,2261.0,1707.0,0.1847953216374269,0.05481688826685328,-0.24066135946111453,36.70202119999999
-73.90952167,40.81203167,24-07-2021 15:53,1.010815469,1339.0,1242.0,1382.0,1504.0,1828.0,1884.0,2085.0,2082.0,2031.0,2261.0,1707.0,0.1611823759063023,0.04121574948192493,-0.20207852193995382,37.09509350000002
-73.90953,40.81198167,24-07-2021 15:53,1.010815469,1339.0,1242.0,1382.0,1504.0,1828.0,1884.0,2085.0,2082.0,2031.0,2261.0,1707.0,0.1611823759063023,0.04121574948192493,-0.20207852193995382,37.09509350000002
-73.90954833,40.81194,24-07-2021 15:54,1.010815469,1339.0,1098.0,1240.0,1336.0,1992.0,1980.0,1923.0,1748.0,2136.0,2306.0,1792.0,0.13359273670557717,0.13764183522446966,-0.17001338688085676,37.09509350000002
-73.90956333,40.8119,24-07-2021 15:54,1.010815469,1339.0,2204.0,2408.0,2474.0,1992.0,1980.0,1923.0,2978.0,2136.0,2306.0,1792.0,0.09244314013206163,-0.1271763815291446,-0.1058299294467137,37.09509350000002
-73.90958167,40.81186333,24-07-2021 15:54,1.010815469,1339.0,2204.0,2408.0,2474.0,1992.0,1980.0,1923.0,2978.0,2136.0,2306.0,1792.0,0.09244314013206163,-0.1271763815291446,-0.1058299294467137,37.09509350000002
-73.9096,40.81181167,24-07-2021 15:54,1.012979184,1339.0,1478.0,1708.0,1896.0,1992.0,1980.0,1923.0,2160.0,2136.0,2306.0,1792.0,0.0650887573964497,0.032691446484549934,-0.11685625646328852,37.09509350000002
-73.909615,40.81175333,24-07-2021 15:54,1.012979184,1339.0,1122.0,1352.0,1480.0,1570.0,1686.0,1679.0,1650.0,1804.0,1950.0,1674.0,0.054313099041533544,0.08333333333333333,-0.09926715522984676,37.443731540000044
-73.90963167,40.8117,24-07-2021 15:54,1.012979184,1339.0,1122.0,1352.0,1480.0,1570.0,1686.0,1679.0,1650.0,1804.0,1950.0,1674.0,0.054313099041533544,0.08333333333333333,-0.09926715522984676,37.443731540000044
-73.90964667,40.81164333,24-07-2021 15:54,1.012979184,897.0,1550.0,1660.0,1860.0,1961.0,1971.0,2228.0,2146.0,2079.0,2354.0,2048.0,0.07139291063404893,0.04622222222222222,-0.12769311613242249,37.443731540000044
-73.90966167,40.81157833,24-07-2021 15:54,1.012979184,750.0,2018.0,2042.0,2314.0,1937.0,2375.0,2459.0,2410.0,2505.0,2384.0,2250.0,0.02032176121930567,-0.005423445974134335,-0.08265947888589398,37.443731540000044
