Longitude,Latitude,datetime,UHI Index,road_density
-73.90916667,40.81310667,24-07-2021 15:53,1.030288903,798.0782737764887
-73.90918667,40.813045,24-07-2021 15:53,1.030288903,796.3667363819337
-73.909215,40.81297833,24-07-2021 15:53,1.023797758,793.3438134388983
-73.90924167,40.81290833,24-07-2021 15:53,1.023797758,790.2011089865414
-73.90925667,40.812845,24-07-2021 15:53,1.021634043,787.4504936242209
-73.90928,40.81277667,24-07-2021 15:53,1.021634043,783.3468082768692
-73.90931167,40.81271,24-07-2021 15:53,1.015142899,778.2230334036813
-73.90934,40.81264333,24-07-2021 15:53,1.015142899,773.1576391345961
-73.90936333,40.81256167,24-07-2021 15:53,1.012979184,767.151696580557
-73.90938333,40.812485,24-07-2021 15:53,1.012979184,759.3426122986124
-73.90939333,40.81240333,24-07-2021 15:53,1.010815469,751.16558304585
-73.90942,40.81233,24-07-2021 15:53,1.010815469,743.3781895579971
-73.90945333,40.81223667,24-07-2021 15:53,1.010815469,731.3782669789132
-73.90947667,40.81216333,24-07-2021 15:53,1.010815469,796.6623976140323
-73.90949333,40.81209333,24-07-2021 15:53,1.010815469,825.8708502622427
-73.90952167,40.81203167,24-07-2021 15:53,1.010815469,834.767518339946
-73.90953,40.81198167,24-07-2021 15:53,1.010815469,844.040021251186
-73.90954833,40.81194,24-07-2021 15:54,1.010815469,846.7115804090037
-73.90956333,40.8119,24-07-2021 15:54,1.010815469,848.7872167924282
-73.90958167,40.81186333,24-07-2021 15:54,1.010815469,848.09115896518
-73.9096,40.81181167,24-07-2021 15:54,1.012979184,849.4559058091538
-73.909615,40.81175333,24-07-2021 15:54,1.012979184,851.6966413183111
-73.90963167,40.8117,24-07-2021 15:54,1.012979184,850.8607781321185
-73.90964667,40.81164333,24-07-2021 15:54,1.012979184,850.2986140500486
-73.90966167,40.81157833,24-07-2021 15:54,1.012979184,849.4139590689401
-73.909675,40.81151,24-07-2021 15:54,1.012979184,846.9704914353788
-73.90969333,40.81144167,24-07-2021 15:54,1.012979184,841.069641734751
-73.909705,40.81137667,24-07-2021 15:54,1.012979184,836.2368466973177
-73.90971333,40.81132,24-07-2021 15:54,1.012979184,831.5004932594545
-73.909745,40.81123,24-07-2021 15:54,1.012979184,814.8094567734772
-73.909755,40.81120333,24-07-2021 15:54,1.012979184,808.5597138722118
-73.90977,40.81116167,24-07-2021 15:54,1.015142899,799.1487129516535
-73.90978667,40.81111833,24-07-2021 15:54,1.015263105,787.6802402666249
-73.90980833,40.81106,24-07-2021 15:54,1.015263105,770.4626836575834
-73.909875,40.810865,24-07-2021 15:54,1.019590535,691.6435717823236
-73.9099,40.81081,24-07-2021 15:54,1.019590535,658.0959549497302
-73.90992833,40.81075333,24-07-2021 15:54,1.02175425,616.3878564225996
-73.909965,40.810705,24-07-2021 15:54,1.02175425,566.0468994154261
-73.90995167,40.81062833,24-07-2021 15:54,1.023917965,488.9028181559609
-73.90991333,40.8106,24-07-2021 15:54,1.02175425,453.8717441944018
-73.90974333,40.810515,24-07-2021 15:54,1.02175425,437.2446441494095
-73.90966667,40.810495,24-07-2021 15:54,1.019590535,456.937813844676
-73.90959167,40.81047333,24-07-2021 15:54,1.019590535,476.5164691207101
-73.90951833,40.810445,24-07-2021 15:54,1.019590535,495.34205869832186
-73.90944,40.81042333,24-07-2021 15:54,1.019590535,513.844644591771
-73.909385,40.8104,24-07-2021 15:54,1.019590535,527.1798054493989
-73.909345,40.81038,24-07-2021 15:54,1.019590535,537.2703506705078
-73.90925333,40.81033333,24-07-2021 15:54,1.01742682,558.5064160752258
-73.90922333,40.81030667,24-07-2021 15:54,1.019590535,566.8606416934601
-73.90917333,40.81029333,24-07-2021 15:55,1.019590535,576.7884232861065
-73.90911833,40.81028,24-07-2021 15:55,1.019590535,587.0189784390641
-73.909055,40.81026167,24-07-2021 15:55,1.019590535,598.7553764982339
-73.90897833,40.81023833,24-07-2021 15:55,1.019590535,612.3287776950693
-73.908895,40.81021833,24-07-2021 15:55,1.019590535,626.4880880252949
-73.90871333,40.81017333,24-07-2021 15:55,1.02175425,655.534783917091
-73.90862167,40.810155,24-07-2021 15:55,1.02175425,668.456336691444
-73.90853667,40.81013833,24-07-2021 15:55,1.02175425,680.4083012913775
-73.90847,40.81012667,24-07-2021 15:55,1.023917965,689.6240530472048
-73.90843167,40.810125,24-07-2021 15:55,1.023917965,693.9946134489726
-73.90818333,40.81009667,24-07-2021 15:55,1.015263105,722.010414433701
-73.9081,40.81007833,24-07-2021 15:55,1.015263105,731.5075072292532
-73.90800833,40.81006,24-07-2021 15:55,1.01309939,838.9949765407082
-73.90791833,40.81004,24-07-2021 15:55,1.01309939,943.669750344962
-73.90782333,40.810025,24-07-2021 15:55,1.01309939,1156.3176423002672
-73.907525,40.80997833,24-07-2021 15:55,1.010935675,1933.4489624681955
-73.90740667,40.809905,24-07-2021 15:55,1.03269303,2662.119227631517
-73.90739667,40.80987,24-07-2021 15:55,1.030529316,2814.9354317042416
-73.90739833,40.80982833,24-07-2021 15:55,1.030529316,2938.7768665991393
-73.90741167,40.80977667,24-07-2021 15:55,1.026201886,3062.8032289262724
-73.907465,40.80964333,24-07-2021 15:55,1.026201886,3382.3385291783834
-73.90749167,40.80957167,24-07-2021 15:55,1.026201886,3572.657705074956
-73.90751833,40.80950167,24-07-2021 15:55,1.028365601,3733.0271971799402
-73.90753833,40.80944167,24-07-2021 15:55,1.028365601,3847.179308758077
-73.90755,40.80939833,24-07-2021 15:55,1.028365601,3925.693738655582
-73.90761333,40.80920333,24-07-2021 15:55,1.04134789,4216.6750588895065
-73.90763833,40.80913833,24-07-2021 15:55,1.04134789,4288.4956881522485
-73.90766,40.80906667,24-07-2021 15:55,1.03702046,4367.907454264663
-73.90768,40.80899,24-07-2021 15:55,1.03702046,4441.788499097626
-73.90770167,40.80891167,24-07-2021 15:55,1.039184175,4504.9921466829255
-73.90772667,40.808825,24-07-2021 15:55,1.039184175,4568.974646119283
-73.90775667,40.808735,24-07-2021 15:55,1.026201886,4624.5722402587535
-73.907785,40.80864333,24-07-2021 15:55,1.026201886,4675.121358721163
-73.90781833,40.80855,24-07-2021 15:55,1.024038171,4715.987791051594
-73.90785667,40.80845667,24-07-2021 15:55,1.024038171,4750.930825543688
-73.90789333,40.80836,24-07-2021 15:55,1.024038171,4799.512517421275
-73.90792833,40.80826167,24-07-2021 15:55,1.024038171,4845.313632867475
-73.90800833,40.80806667,24-07-2021 15:55,1.019710741,4919.208224900848
-73.90802667,40.80797667,24-07-2021 15:55,1.015383311,4957.367332181982
-73.90804667,40.807885,24-07-2021 15:55,1.015383311,4991.842575424847
-73.90808667,40.80778833,24-07-2021 15:55,1.006728452,5016.279263856762
-73.90813,40.80769167,24-07-2021 15:55,1.006728452,5036.777222982919
-73.90817333,40.80759667,24-07-2021 15:55,1.004564737,5060.982347523386
-73.90821333,40.8075,24-07-2021 15:55,1.004564737,5095.8086221217
-73.908245,40.80741333,24-07-2021 15:55,1.004564737,5134.134931417906
-73.90827,40.80732833,24-07-2021 15:55,1.004564737,5171.956615227554
-73.90829833,40.80723833,24-07-2021 15:55,1.000237307,5208.779206861526
-73.90836333,40.80704833,24-07-2021 15:56,1.000237307,5264.967187393648
-73.90839667,40.806955,24-07-2021 15:56,1.000357514,5284.4958378158735
-73.90842833,40.80687167,24-07-2021 15:56,1.000357514,5298.834944455034
-73.908455,40.80679667,24-07-2021 15:56,1.004684943,5310.487548045701
-73.90848,40.80674,24-07-2021 15:56,1.004684943,5317.607249228052
-73.90849667,40.80669667,24-07-2021 15:56,1.004684943,5323.1563710667315
-73.90853,40.80663333,24-07-2021 15:56,1.006848658,5335.794855883044
-73.90859333,40.80654167,24-07-2021 15:56,1.004684943,5357.301341422406
